"panel","chr","from","to","length","count","relcount","rel1Mcount"
"AXB","10",66730215,67348211,617997,8,0.32,0.32
"BXD","9",114377916,115433905,1055990,23,0.252747252747253,0.239346255880503
"BXD","7",141367748,142031772,664025,18,0.197802197802198,0.197802197802198
"LXS","16",91062607,91471704,409098,11,0.171875,0.171875
"AXB","5",22349753,24085810,1736058,7,0.28,0.161284934028702
"AXB","3",155760254,156250828,490575,4,0.16,0.16
"AXB","4",148725723,148933031,207309,4,0.16,0.16
"AXB","10",120019633,120025352,5720,4,0.16,0.16
"AXB","13",107715613,108329330,613718,4,0.16,0.16
"BXD","10",121498880,122405637,906758,14,0.153846153846154,0.153846153846154
"BXD","19",58639693,58760691,120999,14,0.153846153846154,0.153846153846154
"BXD","13",54715399,54946285,230887,14,0.153846153846154,0.153846153846154
"BXD","11",63114485,64552416,1437932,20,0.21978021978022,0.1528446545318
"BXD","7",25192420,26362930,1170511,16,0.175824175824176,0.150211468174307
"BXD","2",158931866,159277409,345544,13,0.142857142857143,0.142857142857143
"LXS","4",153643717,154663657,1019941,9,0.140625,0.137875622217364
"BXD","5",139209618,139818451,608834,12,0.131868131868132,0.131868131868132
"BXD","18",85748050,85934473,186424,12,0.131868131868132,0.131868131868132
"BXD","8",98198482,98286282,87801,12,0.131868131868132,0.131868131868132
"LXS","13",112219879,113293149,1073271,9,0.140625,0.131024689943174
"BXD","17",69360349,70520416,1160068,13,0.142857142857143,0.123145490486026
"BXD","17",85333319,86266796,933478,11,0.120879120879121,0.120879120879121
"BXD","18",68335373,68344750,9378,11,0.120879120879121,0.120879120879121
"BXD","2",35053517,35957195,903679,11,0.120879120879121,0.120879120879121
"BXD","2",167388897,168261798,872902,11,0.120879120879121,0.120879120879121
"BXD","6",36704943,37607958,903016,11,0.120879120879121,0.120879120879121
"BXD","2",170233415,170729276,495862,11,0.120879120879121,0.120879120879121
"BXD","14",118247912,118934754,686843,11,0.120879120879121,0.120879120879121
"AXB","5",119257657,119384570,126914,3,0.12,0.12
"AXB","2",161278835,161516665,237831,3,0.12,0.12
"AXB","5",45679421,45729525,50105,3,0.12,0.12
"AXB","9",114676439,114720319,43881,3,0.12,0.12
"AXB","11",109280149,110023547,743399,3,0.12,0.12
"AXB","1",72526453,72551138,24686,3,0.12,0.12
"AXB","13",106914590,106962709,48120,3,0.12,0.12
"AXB","5",147449822,147521153,71332,3,0.12,0.12
"AXB","4",33857330,34056894,199565,3,0.12,0.12
"AXB","7",31205554,31247461,41908,3,0.12,0.12
"AXB","4",104580858,105178309,597452,3,0.12,0.12
"AXB","18",68299522,68394021,94500,3,0.12,0.12
"AXB","10",115358904,115571077,212174,3,0.12,0.12
"AXB","18",49484185,49546324,62140,3,0.12,0.12
"AXB","8",105261895,105331576,69682,3,0.12,0.12
"AXB","14",100094115,100130870,36756,3,0.12,0.12
"AXB","1",25588284,25669735,81452,3,0.12,0.12
"AXB","17",69392719,69663633,270915,3,0.12,0.12
"AXB","3",146245339,146299565,54227,3,0.12,0.12
"LXS","17",68125380,69581669,1456290,11,0.171875,0.118022509252965
"BXD","3",50960940,52857203,1896264,20,0.21978021978022,0.11590169922554
"BXD","18",15408258,16451999,1043742,11,0.120879120879121,0.115813219051376
"BXD","13",51786792,52833952,1047161,11,0.120879120879121,0.115435086752773
"AXB","5",130823944,132237205,1413262,4,0.16,0.113213261235355
"BXD","17",78930334,79316923,386590,10,0.10989010989011,0.10989010989011
"BXD","13",45649417,45996845,347429,10,0.10989010989011,0.10989010989011
"BXD","4",152788270,153308077,519808,10,0.10989010989011,0.10989010989011
"BXD","16",43995535,44227032,231498,10,0.10989010989011,0.10989010989011
"BXD","5",53257267,53282001,24735,10,0.10989010989011,0.10989010989011
"BXD","16",74889132,74899336,10205,10,0.10989010989011,0.10989010989011
"BXD","2",54910624,54944830,34207,10,0.10989010989011,0.10989010989011
"BXD","3",54694418,54746318,51901,10,0.10989010989011,0.10989010989011
"LXS","17",44001669,44017158,15490,7,0.109375,0.109375
"BXD","15",100462523,102123837,1661315,16,0.175824175824176,0.105834339558829
"BXD","1",78483339,78929079,445741,9,0.0989010989010989,0.0989010989010989
"BXD","11",118385118,118836006,450889,9,0.0989010989010989,0.0989010989010989
"BXD","17",40017130,40624780,607651,9,0.0989010989010989,0.0989010989010989
"BXD","6",91416860,91743988,327129,9,0.0989010989010989,0.0989010989010989
"BXD","18",73257443,73635022,377580,9,0.0989010989010989,0.0989010989010989
"BXD","2",160991498,161516665,525168,9,0.0989010989010989,0.0989010989010989
"BXD","18",74583200,74646811,63612,9,0.0989010989010989,0.0989010989010989
"BXD","4",21609730,22306517,696788,9,0.0989010989010989,0.0989010989010989
"BXD","7",90893891,91043304,149414,9,0.0989010989010989,0.0989010989010989
"BXD","5",104486088,104515279,29192,9,0.0989010989010989,0.0989010989010989
"BXD","4",95657483,96563853,906371,9,0.0989010989010989,0.0989010989010989
"BXD","5",119257657,119384570,126914,9,0.0989010989010989,0.0989010989010989
"BXD","2",173086146,173282504,196359,9,0.0989010989010989,0.0989010989010989
"BXD","4",102523626,103307510,783885,9,0.0989010989010989,0.0989010989010989
"BXD","7",17663578,17720997,57420,9,0.0989010989010989,0.0989010989010989
"BXD","12",99208163,100767827,1559665,14,0.153846153846154,0.0986405118061596
"BXD","3",117207225,118219207,1011983,9,0.0989010989010989,0.0977300003074151
"LXS","19",52759335,55357996,2598662,16,0.25,0.0962033538798043
"AXB","15",28251499,29502604,1251106,3,0.12,0.0959151342891809
"BXD","11",109280149,111022476,1742328,15,0.164835164835165,0.0946062766799161
"LXS","13",45649417,46302438,653022,6,0.09375,0.09375
"LXS","11",109280149,110023547,743399,6,0.09375,0.09375
"LXS","7",146176071,146935076,759006,6,0.09375,0.09375
"AXB","10",42427607,43717116,1289510,3,0.12,0.0930586036556521
"BXD","18",82547161,84686236,2139076,18,0.197802197802198,0.0924708602229176
"AXB","17",4709087,6019082,1309996,3,0.12,0.0916033331399485
"BXD","19",30902736,32123866,1221131,10,0.10989010989011,0.0899904350066536
"BXD","13",118718868,120073696,1354829,11,0.120879120879121,0.0892209429227754
"LXS","19",48646964,49704976,1058013,6,0.09375,0.0886094972368014
"BXD","13",42834309,44580488,1746180,14,0.153846153846154,0.0881044072467637
"BXD","17",66710417,66770663,60247,8,0.0879120879120879,0.0879120879120879
"BXD","18",57409097,57419201,10105,8,0.0879120879120879,0.0879120879120879
"BXD","12",36732632,37416420,683789,8,0.0879120879120879,0.0879120879120879
"BXD","14",34039927,34560174,520248,8,0.0879120879120879,0.0879120879120879
"BXD","18",56192881,56246810,53930,8,0.0879120879120879,0.0879120879120879
"BXD","5",142138863,142545727,406865,8,0.0879120879120879,0.0879120879120879
"BXD","1",25588284,25669735,81452,8,0.0879120879120879,0.0879120879120879
"BXD","2",80025512,80168478,142967,8,0.0879120879120879,0.0879120879120879
"BXD","4",154247505,154288518,41014,8,0.0879120879120879,0.0879120879120879
"BXD","16",87738594,88033027,294434,8,0.0879120879120879,0.0879120879120879
"BXD","1",71767304,72549852,782549,8,0.0879120879120879,0.0879120879120879
"BXD","15",82874791,82931729,56939,8,0.0879120879120879,0.0879120879120879
"BXD","6",146755036,147609174,854139,8,0.0879120879120879,0.0879120879120879
"BXD","3",129185530,129200387,14858,8,0.0879120879120879,0.0879120879120879
"BXD","12",113773711,114388137,614427,8,0.0879120879120879,0.0879120879120879
"BXD","19",32789886,32817108,27223,8,0.0879120879120879,0.0879120879120879
"BXD","16",26422256,27062966,640711,8,0.0879120879120879,0.0879120879120879
"BXD","10",110402783,110510889,108107,8,0.0879120879120879,0.0879120879120879
"BXD","1",190870556,190960235,89680,8,0.0879120879120879,0.0879120879120879
"BXD","1",170082270,172465413,2383144,19,0.208791208791209,0.0876116629088334
"AXB","18",82547161,83919389,1372229,3,0.12,0.0874489607784124
"BXD","6",33026837,34438083,1411247,11,0.120879120879121,0.0856541207025566
"BXD","19",27606069,30053910,2447842,19,0.208791208791209,0.0852960316847283
"LXS","3",152682145,156059260,3377116,18,0.28125,0.0832811191561083
"AXB","12",103865047,106303360,2438314,5,0.2,0.0820238902782825
"LXS","11",111845564,114517095,2671532,14,0.21875,0.0818818565527196
"AXB","5",50908607,52883319,1974713,4,0.16,0.0810244324111909
"AXB","1",172970026,172987566,17541,2,0.08,0.08
"AXB","15",31901839,32263325,361487,2,0.08,0.08
"AXB","16",66898485,67067125,168641,2,0.08,0.08
"AXB","16",77577448,77607291,29844,2,0.08,0.08
"AXB","17",55425357,55433685,8329,2,0.08,0.08
"AXB","4",131555158,132094952,539795,2,0.08,0.08
"AXB","7",127290665,127295265,4601,2,0.08,0.08
"AXB","15",25662349,25976896,314548,2,0.08,0.08
"AXB","15",34706202,34877149,170948,2,0.08,0.08
"AXB","19",56958212,57831412,873201,2,0.08,0.08
"AXB","3",143232984,143265200,32217,2,0.08,0.08
"AXB","3",155030455,155044646,14192,2,0.08,0.08
"AXB","9",120805381,120857717,52337,2,0.08,0.08
"AXB","1",32202098,32383955,181858,2,0.08,0.08
"AXB","10",74059353,74129043,69691,2,0.08,0.08
"AXB","11",72363540,72995537,631998,2,0.08,0.08
"AXB","13",35527629,35566711,39083,2,0.08,0.08
"AXB","13",56895385,56913149,17765,2,0.08,0.08
"AXB","13",94672583,94686170,13588,2,0.08,0.08
"AXB","17",51634998,51848322,213325,2,0.08,0.08
"AXB","17",67934703,68057188,122486,2,0.08,0.08
"AXB","17",84102541,84151799,49259,2,0.08,0.08
"AXB","19",26824824,26855288,30465,2,0.08,0.08
"AXB","19",32477894,32865993,388100,2,0.08,0.08
"AXB","2",25483901,25505074,21174,2,0.08,0.08
"AXB","2",59064472,59185776,121305,2,0.08,0.08
"AXB","4",125147630,125189858,42229,2,0.08,0.08
"AXB","4",149260805,149286671,25867,2,0.08,0.08
"AXB","5",28565862,28635671,69810,2,0.08,0.08
"AXB","8",110489071,110523305,34235,2,0.08,0.08
"AXB","9",111238430,111316026,77597,2,0.08,0.08
"AXB","12",36732632,36740051,7420,2,0.08,0.08
"AXB","12",110285229,110327669,42441,2,0.08,0.08
"AXB","16",12865959,13834476,968518,2,0.08,0.08
"AXB","19",38242987,38252609,9623,2,0.08,0.08
"AXB","5",125204680,125266383,61704,2,0.08,0.08
"AXB","9",99853492,99862472,8981,2,0.08,0.08
"AXB","9",120277192,120606792,329601,2,0.08,0.08
"AXB","11",55075520,55207958,132439,2,0.08,0.08
"AXB","11",116182922,116214869,31948,2,0.08,0.08
"AXB","11",116889359,117023348,133990,2,0.08,0.08
"AXB","15",76453390,76477212,23823,2,0.08,0.08
"AXB","7",129760419,129809723,49305,2,0.08,0.08
"AXB","11",67158685,67465623,306939,2,0.08,0.08
"AXB","14",94567975,94625128,57154,2,0.08,0.08
"AXB","18",14699105,14867844,168740,2,0.08,0.08
"AXB","3",15892347,15980878,88532,2,0.08,0.08
"AXB","X",137629135,137759320,130186,2,0.08,0.08
"AXB","1",22064921,22280414,215494,2,0.08,0.08
"AXB","17",83992552,84037480,44929,2,0.08,0.08
"AXB","17",86079733,86110299,30567,2,0.08,0.08
"AXB","18",63382526,63422714,40189,2,0.08,0.08
"AXB","1",25428434,25451726,23293,2,0.08,0.08
"AXB","15",86802942,87242144,439203,2,0.08,0.08
"AXB","16",72549916,72556134,6219,2,0.08,0.08
"AXB","17",76240730,76281801,41072,2,0.08,0.08
"AXB","4",41352248,41469355,117108,2,0.08,0.08
"AXB","7",140353571,141290166,936596,2,0.08,0.08
"AXB","7",141329465,141331879,2415,2,0.08,0.08
"AXB","8",22999522,23009249,9728,2,0.08,0.08
"AXB","X",137250009,137510992,260984,2,0.08,0.08
"AXB","13",71644563,71773049,128487,2,0.08,0.08
"AXB","14",61890964,62318604,427641,2,0.08,0.08
"AXB","16",45681216,45695904,14689,2,0.08,0.08
"AXB","2",52425216,52488922,63707,2,0.08,0.08
"AXB","4",126807720,126859035,51316,2,0.08,0.08
"AXB","13",112170773,112439762,268990,2,0.08,0.08
"AXB","15",96871612,97487752,616141,2,0.08,0.08
"AXB","15",102043865,102168573,124709,2,0.08,0.08
"AXB","17",69740146,70520416,780271,2,0.08,0.08
"AXB","5",5365278,5401888,36611,2,0.08,0.08
"AXB","1",14725173,15498264,773092,2,0.08,0.08
"AXB","2",8883900,8919146,35247,2,0.08,0.08
"AXB","X",48083715,48465401,381687,2,0.08,0.08
"AXB","12",29263189,29266903,3715,2,0.08,0.08
"AXB","15",87819379,87911734,92356,2,0.08,0.08
"AXB","X",68169133,68201672,32540,2,0.08,0.08
"AXB","1",35197712,35207657,9946,2,0.08,0.08
"AXB","13",60470641,60517114,46474,2,0.08,0.08
"AXB","15",102502507,102963537,461031,2,0.08,0.08
"AXB","18",81684597,82307908,623312,2,0.08,0.08
"AXB","4",103285413,103374183,88771,2,0.08,0.08
"AXB","2",19779142,19789514,10373,2,0.08,0.08
"AXB","3",36725495,36753664,28170,2,0.08,0.08
"AXB","7",146904915,146935076,30162,2,0.08,0.08
"AXB","1",94150744,94184646,33903,2,0.08,0.08
"AXB","1",190968012,191069511,101500,2,0.08,0.08
"AXB","11",78071903,78569941,498039,2,0.08,0.08
"AXB","2",168249890,168261798,11909,2,0.08,0.08
"AXB","2",169599456,169605361,5906,2,0.08,0.08
"AXB","7",141609726,141654395,44670,2,0.08,0.08
"AXB","11",112871837,112896000,24164,2,0.08,0.08
"AXB","2",158862954,159118060,255107,2,0.08,0.08
"AXB","11",56976438,57075322,98885,2,0.08,0.08
"AXB","15",90435336,90751370,316035,2,0.08,0.08
"AXB","5",66778719,66895542,116824,2,0.08,0.08
"AXB","X",162772257,163102047,329791,2,0.08,0.08
"AXB","17",72439803,72449326,9524,2,0.08,0.08
"AXB","5",142417592,142545727,128136,2,0.08,0.08
"AXB","12",72562129,72580139,18011,2,0.08,0.08
"AXB","5",76103008,76391971,288964,2,0.08,0.08
"AXB","2",106590602,106592324,1723,2,0.08,0.08
"AXB","9",72938303,73120560,182258,2,0.08,0.08
"AXB","17",89287848,89889852,602005,2,0.08,0.08
"AXB","3",47848216,47860168,11953,2,0.08,0.08
"AXB","4",141079422,141658551,579130,2,0.08,0.08
"AXB","17",81281807,83303569,2021763,4,0.16,0.0791388505972263
"LXS","6",133827987,135606190,1778204,9,0.140625,0.0790826024460636
"LXS","8",97709338,97823786,114449,5,0.078125,0.078125
"LXS","14",20238816,21135902,897087,5,0.078125,0.078125
"LXS","8",51409274,51625473,216200,5,0.078125,0.078125
"LXS","7",34799392,35654933,855542,5,0.078125,0.078125
"LXS","5",147796486,147835473,38988,5,0.078125,0.078125
"LXS","11",71176837,71644165,467329,5,0.078125,0.078125
"BXD","17",72056204,72147413,91210,7,0.0769230769230769,0.0769230769230769
"BXD","3",35600784,36447577,846794,7,0.0769230769230769,0.0769230769230769
"BXD","6",137654236,138357664,703429,7,0.0769230769230769,0.0769230769230769
"BXD","9",47868106,47888613,20508,7,0.0769230769230769,0.0769230769230769
"BXD","1",32216083,32400678,184596,7,0.0769230769230769,0.0769230769230769
"BXD","13",107873387,108024336,150950,7,0.0769230769230769,0.0769230769230769
"BXD","13",106904523,106966289,61767,7,0.0769230769230769,0.0769230769230769
"BXD","18",70196630,70535376,338747,7,0.0769230769230769,0.0769230769230769
"BXD","3",128995132,129185528,190397,7,0.0769230769230769,0.0769230769230769
"BXD","8",18442016,18457811,15796,7,0.0769230769230769,0.0769230769230769
"BXD","6",48759036,48872488,113453,7,0.0769230769230769,0.0769230769230769
"BXD","15",68736283,68940967,204685,7,0.0769230769230769,0.0769230769230769
"BXD","18",24043343,24320392,277050,7,0.0769230769230769,0.0769230769230769
"BXD","9",105919824,105936070,16247,7,0.0769230769230769,0.0769230769230769
"BXD","7",26709111,27088275,379165,7,0.0769230769230769,0.0769230769230769
"BXD","16",63733397,63752713,19317,7,0.0769230769230769,0.0769230769230769
"BXD","5",145121615,145157869,36255,7,0.0769230769230769,0.0769230769230769
"BXD","X",90731510,90945245,213736,7,0.0769230769230769,0.0769230769230769
"BXD","16",86229629,86271659,42031,7,0.0769230769230769,0.0769230769230769
"BXD","19",14953285,14961764,8480,7,0.0769230769230769,0.0769230769230769
"BXD","9",111334000,111358448,24449,7,0.0769230769230769,0.0769230769230769
"BXD","4",33835025,34056894,221870,7,0.0769230769230769,0.0769230769230769
"BXD","18",49526109,49616584,90476,7,0.0769230769230769,0.0769230769230769
"BXD","1",94241068,94252429,11362,7,0.0769230769230769,0.0769230769230769
"BXD","1",22837644,23152978,315335,7,0.0769230769230769,0.0769230769230769
"BXD","11",50357822,50401129,43308,7,0.0769230769230769,0.0769230769230769
"BXD","12",12608673,12635234,26562,7,0.0769230769230769,0.0769230769230769
"BXD","17",4709087,5332902,623816,7,0.0769230769230769,0.0769230769230769
"BXD","11",100702288,100942502,240215,7,0.0769230769230769,0.0769230769230769
"BXD","7",47420798,47545615,124818,7,0.0769230769230769,0.0769230769230769
"BXD","10",115302846,115319737,16892,7,0.0769230769230769,0.0769230769230769
"LXS","1",39319108,40338943,1019836,5,0.078125,0.0766054542102848
"LXS","14",119031339,120051186,1019848,5,0.078125,0.0766045528353245
"BXD","9",122838926,123850157,1011232,7,0.0769230769230769,0.0760686735814105
"BXD","7",146904915,148061081,1156167,8,0.0879120879120879,0.0760375342939972
"AXB","4",139464116,141043773,1579658,3,0.12,0.0759658103209682
"AXB","5",107422627,108477675,1055049,2,0.08,0.0758258621163567
"BXD","5",18648052,20532161,1884110,13,0.142857142857143,0.0758220819682199
"AXB","6",117324381,118916090,1591710,3,0.12,0.075390617637635
"AXB","11",78569943,81242665,2672723,5,0.2,0.0748300515990621
"AXB","5",29072269,31214049,2141781,4,0.16,0.0747041831074232
"LXS","17",86252235,88764235,2512001,12,0.1875,0.0746416900311744
"LXS","17",7975343,9486299,1510957,7,0.109375,0.0723878972068695
"LXS","X",10267876,12248680,1980805,9,0.140625,0.0709938636059582
"AXB","11",91891600,93019808,1128209,2,0.08,0.0709088475628186
"BXD","12",54608158,55695069,1086912,7,0.0769230769230769,0.070772129595659
"AXB","16",94054465,95751361,1696897,3,0.12,0.0707173151935562
"AXB","14",43917987,46195719,2277733,4,0.16,0.0702452833584972
"LXS","9",115589387,117163494,1574108,7,0.109375,0.0694837965374676
"BXD","16",23789764,26422254,2632491,16,0.175824175824176,0.0667900387215667
"LXS","15",6230580,7634249,1403670,6,0.09375,0.0667892025903524
"BXD","7",77950579,77977399,26821,6,0.0659340659340659,0.0659340659340659
"BXD","19",23913354,23918688,5335,6,0.0659340659340659,0.0659340659340659
"BXD","7",37154369,37279822,125454,6,0.0659340659340659,0.0659340659340659
"BXD","1",46953643,46965039,11397,6,0.0659340659340659,0.0659340659340659
"BXD","12",15655274,15685256,29983,6,0.0659340659340659,0.0659340659340659
"BXD","17",75360106,75368580,8475,6,0.0659340659340659,0.0659340659340659
"BXD","3",108995788,109460474,464687,6,0.0659340659340659,0.0659340659340659
"BXD","4",154826904,154885802,58899,6,0.0659340659340659,0.0659340659340659
"BXD","9",110511122,110541131,30010,6,0.0659340659340659,0.0659340659340659
"BXD","14",100094115,100130870,36756,6,0.0659340659340659,0.0659340659340659
"BXD","3",141387309,141396486,9178,6,0.0659340659340659,0.0659340659340659
"BXD","4",148921779,149280336,358558,6,0.0659340659340659,0.0659340659340659
"BXD","6",76347428,76977233,629806,6,0.0659340659340659,0.0659340659340659
"BXD","9",94781579,94805165,23587,6,0.0659340659340659,0.0659340659340659
"BXD","12",77502484,78191590,689107,6,0.0659340659340659,0.0659340659340659
"BXD","7",151031524,151631045,599522,6,0.0659340659340659,0.0659340659340659
"BXD","10",126172486,126347285,174800,6,0.0659340659340659,0.0659340659340659
"BXD","12",26683391,26712026,28636,6,0.0659340659340659,0.0659340659340659
"BXD","2",164911161,165485302,574142,6,0.0659340659340659,0.0659340659340659
"BXD","4",154148094,154178466,30373,6,0.0659340659340659,0.0659340659340659
"BXD","4",155042666,155115905,73240,6,0.0659340659340659,0.0659340659340659
"BXD","5",44510173,44558337,48165,6,0.0659340659340659,0.0659340659340659
"BXD","5",133025855,133538653,512799,6,0.0659340659340659,0.0659340659340659
"BXD","8",89677635,89839513,161879,6,0.0659340659340659,0.0659340659340659
"BXD","12",103889186,103917510,28325,6,0.0659340659340659,0.0659340659340659
"BXD","13",112595852,113408613,812762,6,0.0659340659340659,0.0659340659340659
"BXD","2",97943610,98077435,133826,6,0.0659340659340659,0.0659340659340659
"BXD","4",120696518,120717006,20489,6,0.0659340659340659,0.0659340659340659
"BXD","1",172465415,172970024,504610,6,0.0659340659340659,0.0659340659340659
"BXD","5",143878532,144333119,454588,6,0.0659340659340659,0.0659340659340659
"BXD","14",33764829,33772603,7775,6,0.0659340659340659,0.0659340659340659
"BXD","5",5365278,5401888,36611,6,0.0659340659340659,0.0659340659340659
"BXD","19",61194448,61242939,48492,6,0.0659340659340659,0.0659340659340659
"BXD","7",31205554,31247461,41908,6,0.0659340659340659,0.0659340659340659
"BXD","15",95990202,96011495,21294,6,0.0659340659340659,0.0659340659340659
"BXD","18",58514874,58545959,31086,6,0.0659340659340659,0.0659340659340659
"BXD","4",104257943,104921312,663370,6,0.0659340659340659,0.0659340659340659
"BXD","12",65510649,66150758,640110,6,0.0659340659340659,0.0659340659340659
"BXD","2",180594141,180733186,139046,6,0.0659340659340659,0.0659340659340659
"BXD","5",147449822,147535125,85304,6,0.0659340659340659,0.0659340659340659
"BXD","7",38216958,38708930,491973,6,0.0659340659340659,0.0659340659340659
"BXD","11",34220035,34407243,187209,6,0.0659340659340659,0.0659340659340659
"BXD","3",57243326,57286333,43008,6,0.0659340659340659,0.0659340659340659
"BXD","15",13504712,13696039,191328,6,0.0659340659340659,0.0659340659340659
"BXD","7",141188626,141331879,143254,6,0.0659340659340659,0.0659340659340659
"BXD","X",11344498,12248680,904183,6,0.0659340659340659,0.0659340659340659
"BXD","13",104699228,104735825,36598,6,0.0659340659340659,0.0659340659340659
"BXD","4",150480768,150509437,28670,6,0.0659340659340659,0.0659340659340659
"BXD","19",42488914,42519909,30996,6,0.0659340659340659,0.0659340659340659
"BXD","16",92665821,92993891,328071,6,0.0659340659340659,0.0659340659340659
"BXD","X",45998839,46584800,585962,6,0.0659340659340659,0.0659340659340659
"BXD","5",116844224,116937740,93517,6,0.0659340659340659,0.0659340659340659
"BXD","16",10789798,10816659,26862,6,0.0659340659340659,0.0659340659340659
"BXD","2",68682798,69141259,458462,6,0.0659340659340659,0.0659340659340659
"BXD","19",52617496,52636795,19300,6,0.0659340659340659,0.0659340659340659
"BXD","19",54744268,54850135,105868,6,0.0659340659340659,0.0659340659340659
"BXD","2",44198423,44334979,136557,6,0.0659340659340659,0.0659340659340659
"BXD","7",114418518,114437487,18970,6,0.0659340659340659,0.0659340659340659
"BXD","4",46523496,46868137,344642,6,0.0659340659340659,0.0659340659340659
"AXB","16",27062968,28278473,1215506,2,0.08,0.0658162115201406
"AXB","6",125515889,126740741,1224853,2,0.08,0.0653139601241945
"AXB","16",22241842,23467677,1225836,2,0.08,0.0652615847470624
"LXS","12",112222040,114388798,2166759,9,0.140625,0.0649010803693443
"AXB","7",25242602,27101980,1859379,3,0.12,0.0645376762886964
"LXS","6",125515889,126740741,1224853,5,0.078125,0.0637831641837837
"AXB","11",81418219,82690238,1272020,2,0.08,0.0628920928916212
"BXD","19",26554768,27606067,1051300,6,0.0659340659340659,0.062716699261929
"LXS","4",44397931,45208832,810902,4,0.0625,0.0625
"LXS","4",122608284,122712878,104595,4,0.0625,0.0625
"LXS","5",29005453,29864034,858582,4,0.0625,0.0625
"LXS","15",102963539,103092139,128601,4,0.0625,0.0625
"LXS","4",9212758,9224519,11762,4,0.0625,0.0625
"LXS","11",114916589,115221686,305098,4,0.0625,0.0625
"LXS","12",106303362,106697178,393817,4,0.0625,0.0625
"LXS","3",62893034,62946711,53678,4,0.0625,0.0625
"LXS","14",120573077,120603300,30224,4,0.0625,0.0625
"LXS","15",97961250,98149780,188531,4,0.0625,0.0625
"LXS","16",92449486,92560269,110784,4,0.0625,0.0625
"LXS","9",113367676,113393274,25599,4,0.0625,0.0625
"LXS","6",103240890,104143210,902321,4,0.0625,0.0625
"LXS","1",186838506,187731163,892658,4,0.0625,0.0625
"LXS","1",189131423,189987520,856098,4,0.0625,0.0625
"LXS","19",51967134,52248366,281233,4,0.0625,0.0625
"LXS","7",144257851,144810052,552202,4,0.0625,0.0625
"LXS","8",14528135,14532028,3894,4,0.0625,0.0625
"LXS","10",7220274,7549814,329541,4,0.0625,0.0625
"LXS","X",136903629,137083571,179943,4,0.0625,0.0625
"LXS","1",192018721,192032416,13696,4,0.0625,0.0625
"LXS","5",52815516,52845340,29825,4,0.0625,0.0625
"LXS","8",18055930,18316446,260517,4,0.0625,0.0625
"LXS","9",49514492,50377364,862873,4,0.0625,0.0625
"LXS","5",147439785,147542588,102804,4,0.0625,0.0625
"LXS","12",46755109,46774057,18949,4,0.0625,0.0625
"AXB","16",54901205,56222923,1321719,2,0.08,0.0605272376352311
"AXB","19",28816754,32123866,3307113,5,0.2,0.0604757079664348
"BXD","17",88243205,89889852,1646648,9,0.0989010989010989,0.0600620769594345
"AXB","12",106303362,107636042,1332681,2,0.08,0.0600293693689638
"AXB","3",50960940,52297587,1336648,2,0.08,0.059851209892208
"LXS","18",61586738,63422714,1835977,7,0.109375,0.0595731863743391
"AXB","10",110500044,111849278,1349235,2,0.08,0.0592928585457685
"BXD","2",91858210,93158026,1299817,7,0.0769230769230769,0.0591799283461264
"AXB","9",29752643,32514355,2761713,4,0.16,0.0579350569736971
"AXB","7",142012872,144104785,2091914,3,0.12,0.0573637348380478
"BXD","2",173688162,178310390,4622229,24,0.263736263736264,0.0570582426219609
"LXS","1",187776318,188877558,1101241,4,0.0625,0.0567541528148698
"BXD","2",70614312,73133185,2518874,13,0.142857142857143,0.0567146839647965
"BXD","15",26846364,28203275,1356912,7,0.0769230769230769,0.0566898051775479
"BXD","13",53547634,54715397,1167764,6,0.0659340659340659,0.0564618072950236
"AXB","4",96196230,97617566,1421337,2,0.08,0.0562850330357966
"BXD","9",116669447,119212344,2542898,13,0.142857142857143,0.056178872631597
"AXB","12",56184414,57610542,1426129,2,0.08,0.0560959071724928
"BXD","13",37411890,39401123,1989234,10,0.10989010989011,0.0552424249183906
"BXD","14",105595190,105630786,35597,5,0.0549450549450549,0.0549450549450549
"BXD","7",87964437,88174394,209958,5,0.0549450549450549,0.0549450549450549
"BXD","3",112833079,112855996,22918,5,0.0549450549450549,0.0549450549450549
"BXD","7",136720693,136986830,266138,5,0.0549450549450549,0.0549450549450549
"BXD","3",148728334,148843251,114918,5,0.0549450549450549,0.0549450549450549
"BXD","1",186384310,186704248,319939,5,0.0549450549450549,0.0549450549450549
"BXD","11",72983871,73080738,96868,5,0.0549450549450549,0.0549450549450549
"BXD","12",106518366,106728042,209677,5,0.0549450549450549,0.0549450549450549
"BXD","19",15133260,15367006,233747,5,0.0549450549450549,0.0549450549450549
"BXD","3",11015897,11241581,225685,5,0.0549450549450549,0.0549450549450549
"BXD","4",110902464,110925548,23085,5,0.0549450549450549,0.0549450549450549
"BXD","7",27874966,28305556,430591,5,0.0549450549450549,0.0549450549450549
"BXD","X",56339293,56488674,149382,5,0.0549450549450549,0.0549450549450549
"BXD","X",68169133,68201672,32540,5,0.0549450549450549,0.0549450549450549
"BXD","18",69991057,70015804,24748,5,0.0549450549450549,0.0549450549450549
"BXD","3",18600131,18609117,8987,5,0.0549450549450549,0.0549450549450549
"BXD","5",23810469,23826177,15709,5,0.0549450549450549,0.0549450549450549
"BXD","17",47708596,47781253,72658,5,0.0549450549450549,0.0549450549450549
"BXD","15",88319653,89297851,978199,5,0.0549450549450549,0.0549450549450549
