"panel","chr","from","to","length","count","relcount","rel1Mcount"
"LXS","19",60226843,60238974,12132,1,0.015625,0.015625
"LXS","2",106510287,106538610,28324,1,0.015625,0.015625
"LXS","3",75720363,75728312,7950,1,0.015625,0.015625
"LXS","3",121509167,121514608,5442,1,0.015625,0.015625
"LXS","3",131868457,131900717,32261,1,0.015625,0.015625
"LXS","3",137570954,137668234,97281,1,0.015625,0.015625
"LXS","3",141256961,141324725,67765,1,0.015625,0.015625
"LXS","3",147746689,147779691,33003,1,0.015625,0.015625
"LXS","3",148673153,148683623,10471,1,0.015625,0.015625
"LXS","4",117602779,117628550,25772,1,0.015625,0.015625
"LXS","5",76322728,76339684,16957,1,0.015625,0.015625
"LXS","6",7826211,7905562,79352,1,0.015625,0.015625
"LXS","6",77413756,77677175,263420,1,0.015625,0.015625
"LXS","9",51308625,51363776,55152,1,0.015625,0.015625
"LXS","9",120806601,120896340,89740,1,0.015625,0.015625
"LXS","1",46953643,46965039,11397,1,0.015625,0.015625
"LXS","1",184845708,184884312,38605,1,0.015625,0.015625
"LXS","10",24332959,24389436,56478,1,0.015625,0.015625
"LXS","12",28599133,28603592,4460,1,0.015625,0.015625
"LXS","12",28604152,28605650,1499,1,0.015625,0.015625
"LXS","14",57265808,57269649,3842,1,0.015625,0.015625
"LXS","2",80575146,80692433,117288,1,0.015625,0.015625
"LXS","2",158931866,159118060,186195,1,0.015625,0.015625
"LXS","4",46870156,46927864,57709,1,0.015625,0.015625
"LXS","5",112499143,112639676,140534,1,0.015625,0.015625
"LXS","5",126808236,126824191,15956,1,0.015625,0.015625
"LXS","8",31935660,32028015,92356,1,0.015625,0.015625
"LXS","8",58896994,58924795,27802,1,0.015625,0.015625
"LXS","8",97306808,97318594,11787,1,0.015625,0.015625
"LXS","X",58905537,59900134,994598,1,0.015625,0.015625
"LXS","1",94426887,94608316,181430,1,0.015625,0.015625
"LXS","10",4684350,4702391,18042,1,0.015625,0.015625
"LXS","10",8176546,8212682,36137,1,0.015625,0.015625
"LXS","12",114520527,114568271,47745,1,0.015625,0.015625
"LXS","13",4832763,5155005,322243,1,0.015625,0.015625
"LXS","15",44714742,44853376,138635,1,0.015625,0.015625
"LXS","15",62212050,62324955,112906,1,0.015625,0.015625
"LXS","15",94975462,95004097,28636,1,0.015625,0.015625
"LXS","15",98672819,98785996,113178,1,0.015625,0.015625
"LXS","16",14244881,14248525,3645,1,0.015625,0.015625
"LXS","16",23774461,23788005,13545,1,0.015625,0.015625
"LXS","17",76196316,76239575,43260,1,0.015625,0.015625
"LXS","19",22218383,22220941,2559,1,0.015625,0.015625
"LXS","2",24587931,24616132,28202,1,0.015625,0.015625
"LXS","2",103686775,103705581,18807,1,0.015625,0.015625
"LXS","3",9475471,9482695,7225,1,0.015625,0.015625
"LXS","7",60249082,60258177,9096,1,0.015625,0.015625
"LXS","9",85626657,85660969,34313,1,0.015625,0.015625
"LXS","9",97091988,97164589,72602,1,0.015625,0.015625
"LXS","1",21589258,21805864,216607,1,0.015625,0.015625
"LXS","1",43259681,43282153,22473,1,0.015625,0.015625
"LXS","10",12630887,12764515,133629,1,0.015625,0.015625
"LXS","10",47061471,47273535,212065,1,0.015625,0.015625
"LXS","11",25303166,25343009,39844,1,0.015625,0.015625
"LXS","11",99277371,99336763,59393,1,0.015625,0.015625
"LXS","11",99488483,99527426,38944,1,0.015625,0.015625
"LXS","16",93998151,94024387,26237,1,0.015625,0.015625
"LXS","17",70110322,70154653,44332,1,0.015625,0.015625
"LXS","18",9148060,9197062,49003,1,0.015625,0.015625
"LXS","19",29011880,29283102,271223,1,0.015625,0.015625
"LXS","19",42173170,42350667,177498,1,0.015625,0.015625
"LXS","19",43797781,43800786,3006,1,0.015625,0.015625
"LXS","19",51871189,51913576,42388,1,0.015625,0.015625
"LXS","2",57886125,57900980,14856,1,0.015625,0.015625
"LXS","2",80025512,80168478,142967,1,0.015625,0.015625
"LXS","2",159397581,159412680,15100,1,0.015625,0.015625
"LXS","3",27859579,27864375,4797,1,0.015625,0.015625
"LXS","5",41006569,41101726,95158,1,0.015625,0.015625
"LXS","7",28310065,28328527,18463,1,0.015625,0.015625
"LXS","7",133053329,133078412,25084,1,0.015625,0.015625
"LXS","8",29513964,29560299,46336,1,0.015625,0.015625
"LXS","1",134553190,134561535,8346,1,0.015625,0.015625
"LXS","1",184900675,185361404,460730,1,0.015625,0.015625
"LXS","10",60718023,61187108,469086,1,0.015625,0.015625
"LXS","11",9362490,9381273,18784,1,0.015625,0.015625
"LXS","11",33808643,33890632,81990,1,0.015625,0.015625
"LXS","13",49578576,49820717,242142,1,0.015625,0.015625
"LXS","13",88490602,88802913,312312,1,0.015625,0.015625
"LXS","17",15268672,15306194,37523,1,0.015625,0.015625
"LXS","3",7018323,7241440,223118,1,0.015625,0.015625
"LXS","3",36669482,36684041,14560,1,0.015625,0.015625
"LXS","3",130196581,130203119,6539,1,0.015625,0.015625
"LXS","3",135530062,135659253,129192,1,0.015625,0.015625
"LXS","5",16645662,16996741,351080,1,0.015625,0.015625
"LXS","5",36676702,37282814,606113,1,0.015625,0.015625
"LXS","5",127791167,127889160,97994,1,0.015625,0.015625
"LXS","5",144910869,145025590,114722,1,0.015625,0.015625
"LXS","6",9694879,9747914,53036,1,0.015625,0.015625
"LXS","8",60337417,60382344,44928,1,0.015625,0.015625
"LXS","1",92484405,92493128,8724,1,0.015625,0.015625
"LXS","1",107792363,107860119,67757,1,0.015625,0.015625
"LXS","11",11901554,11974836,73283,1,0.015625,0.015625
"LXS","11",35689186,35715922,26737,1,0.015625,0.015625
"LXS","13",3526959,3532926,5968,1,0.015625,0.015625
"LXS","13",45469637,45501788,32152,1,0.015625,0.015625
"LXS","13",64577069,64851134,274066,1,0.015625,0.015625
"LXS","13",70987718,71548663,560946,1,0.015625,0.015625
"LXS","13",90483423,90607281,123859,1,0.015625,0.015625
"LXS","14",75070131,75281561,211431,1,0.015625,0.015625
"LXS","14",98082609,98130794,48186,1,0.015625,0.015625
"LXS","15",41513531,41556367,42837,1,0.015625,0.015625
"LXS","16",83562174,83671348,109175,1,0.015625,0.015625
"LXS","4",150180628,150189183,8556,1,0.015625,0.015625
"LXS","5",14895545,15333246,437702,1,0.015625,0.015625
"LXS","5",48689391,48897301,207911,1,0.015625,0.015625
"LXS","8",24340509,24398341,57833,1,0.015625,0.015625
"LXS","8",129485807,129523314,37508,1,0.015625,0.015625
"LXS","12",8818829,9198336,379508,1,0.015625,0.015625
"LXS","13",45618550,45639817,21268,1,0.015625,0.015625
"LXS","14",119023408,119031325,7918,1,0.015625,0.015625
"LXS","14",120863575,120957906,94332,1,0.015625,0.015625
"LXS","15",95822379,95990200,167822,1,0.015625,0.015625
"LXS","15",102884942,102963537,78596,1,0.015625,0.015625
"LXS","16",90190588,90202400,11813,1,0.015625,0.015625
"LXS","18",10209439,10553118,343680,1,0.015625,0.015625
"LXS","19",32984685,32989296,4612,1,0.015625,0.015625
"LXS","19",32989770,32990717,948,1,0.015625,0.015625
"LXS","6",93541348,93565884,24537,1,0.015625,0.015625
"LXS","6",96763587,96868825,105239,1,0.015625,0.015625
"LXS","8",95365224,95394470,29247,1,0.015625,0.015625
"LXS","1",46241759,46686192,444434,1,0.015625,0.015625
"LXS","1",196105717,196260328,154612,1,0.015625,0.015625
"LXS","12",27077808,27105557,27750,1,0.015625,0.015625
"LXS","13",8220142,8599833,379692,1,0.015625,0.015625
"LXS","13",10987223,11175634,188412,1,0.015625,0.015625
"LXS","13",76686551,76733709,47159,1,0.015625,0.015625
"LXS","13",111630568,112170771,540204,1,0.015625,0.015625
"LXS","14",80605427,80758163,152737,1,0.015625,0.015625
"LXS","16",93091310,93156807,65498,1,0.015625,0.015625
"LXS","2",97420576,97654878,234303,1,0.015625,0.015625
"LXS","3",62982211,63189268,207058,1,0.015625,0.015625
"LXS","3",152131770,152151759,19990,1,0.015625,0.015625
"LXS","4",41285428,41352246,66819,1,0.015625,0.015625
"LXS","5",114580004,114606294,26291,1,0.015625,0.015625
"LXS","6",3999572,4001521,1950,1,0.015625,0.015625
"LXS","8",128109055,128117442,8388,1,0.015625,0.015625
"LXS","1",33055464,33114088,58625,1,0.015625,0.015625
"LXS","1",161908136,161950784,42649,1,0.015625,0.015625
"LXS","11",7566452,7566687,236,1,0.015625,0.015625
"LXS","11",9860247,10446055,585809,1,0.015625,0.015625
"LXS","13",83915485,84019659,104175,1,0.015625,0.015625
"LXS","13",90424724,90454322,29599,1,0.015625,0.015625
"LXS","14",112286151,112375237,89087,1,0.015625,0.015625
"LXS","15",101702535,101912269,209735,1,0.015625,0.015625
"LXS","18",16818972,16929291,110320,1,0.015625,0.015625
"LXS","19",39725585,39953718,228134,1,0.015625,0.015625
"LXS","3",68392679,68821097,428419,1,0.015625,0.015625
"LXS","7",18590962,19278952,687991,1,0.015625,0.015625
"LXS","7",36699445,36809359,109915,1,0.015625,0.015625
"LXS","8",29452120,29513962,61843,1,0.015625,0.015625
"LXS","8",105871186,105896170,24985,1,0.015625,0.015625
"LXS","9",34087750,34250418,162669,1,0.015625,0.015625
"LXS","X",44785213,45011397,226185,1,0.015625,0.015625
"LXS","X",151767485,152028511,261027,1,0.015625,0.015625
"LXS","X",153453457,153518833,65377,1,0.015625,0.015625
"LXS","1",21998216,22052211,53996,1,0.015625,0.015625
"LXS","1",23050177,23070830,20654,1,0.015625,0.015625
"LXS","1",38185133,38286304,101172,1,0.015625,0.015625
"LXS","1",69974992,70806090,831099,1,0.015625,0.015625
"LXS","1",161686933,161715017,28085,1,0.015625,0.015625
"LXS","11",105088526,105181699,93174,1,0.015625,0.015625
"LXS","12",7934458,7974505,40048,1,0.015625,0.015625
"LXS","12",27931064,27952090,21027,1,0.015625,0.015625
"LXS","12",51808825,51816883,8059,1,0.015625,0.015625
"LXS","14",120433259,120450475,17217,1,0.015625,0.015625
"LXS","16",85471061,85473785,2725,1,0.015625,0.015625
"LXS","18",34074262,34573005,498744,1,0.015625,0.015625
"LXS","19",59102378,59330480,228103,1,0.015625,0.015625
"LXS","2",117001181,117188686,187506,1,0.015625,0.015625
"LXS","2",123547912,123625388,77477,1,0.015625,0.015625
"LXS","4",39907694,40015498,107805,1,0.015625,0.015625
"LXS","4",41352248,41469355,117108,1,0.015625,0.015625
"LXS","5",107719639,107874911,155273,1,0.015625,0.015625
"LXS","6",72187852,72198909,11058,1,0.015625,0.015625
"LXS","6",136559128,136647859,88732,1,0.015625,0.015625
"LXS","7",74231681,74241580,9900,1,0.015625,0.015625
"LXS","8",17681948,17940158,258211,1,0.015625,0.015625
"LXS","8",100609501,100804442,194942,1,0.015625,0.015625
"LXS","8",109482340,109566603,84264,1,0.015625,0.015625
"LXS","9",51566120,51595845,29726,1,0.015625,0.015625
"LXS","9",76871218,77055792,184575,1,0.015625,0.015625
"LXS","1",108206236,108235418,29183,1,0.015625,0.015625
"LXS","10",19665537,19750420,84884,1,0.015625,0.015625
"LXS","13",52156809,52167712,10904,1,0.015625,0.015625
"LXS","2",65526946,65551965,25020,1,0.015625,0.015625
"LXS","2",94758025,95327365,569341,1,0.015625,0.015625
"LXS","2",169194191,169195977,1787,1,0.015625,0.015625
"LXS","5",112400103,112442042,41940,1,0.015625,0.015625
"LXS","5",130816393,130929281,112889,1,0.015625,0.015625
"LXS","7",83322424,83371242,48819,1,0.015625,0.015625
"LXS","8",49815892,50010435,194544,1,0.015625,0.015625
"LXS","8",66239171,66243096,3926,1,0.015625,0.015625
"LXS","9",92298160,92340808,42649,1,0.015625,0.015625
"LXS","1",109269967,109295439,25473,1,0.015625,0.015625
"LXS","13",91321679,91507588,185910,1,0.015625,0.015625
"LXS","14",28136282,28140301,4020,1,0.015625,0.015625
"LXS","19",17482685,17552704,70020,1,0.015625,0.015625
"LXS","2",62490366,62507943,17578,1,0.015625,0.015625
"LXS","3",137787602,137925813,138212,1,0.015625,0.015625
"LXS","3",143935626,143941883,6258,1,0.015625,0.015625
"LXS","5",117100153,117114124,13972,1,0.015625,0.015625
"LXS","7",36346651,36450387,103737,1,0.015625,0.015625
"LXS","9",37064578,37264722,200145,1,0.015625,0.015625
"LXS","1",140314682,140365191,50510,1,0.015625,0.015625
"LXS","13",6600458,6619841,19384,1,0.015625,0.015625
"LXS","18",15713579,15991925,278347,1,0.015625,0.015625
"LXS","18",46580929,46668024,87096,1,0.015625,0.015625
"LXS","18",48045323,48471113,425791,1,0.015625,0.015625
"LXS","18",49616586,50099666,483081,1,0.015625,0.015625
"LXS","2",72035895,72044220,8326,1,0.015625,0.015625
"LXS","2",91913292,91988131,74840,1,0.015625,0.015625
"LXS","2",130003167,130240553,237387,1,0.015625,0.015625
"LXS","5",35794723,35819691,24969,1,0.015625,0.015625
"LXS","5",40689826,41006567,316742,1,0.015625,0.015625
"LXS","6",74174930,74552423,377494,1,0.015625,0.015625
"LXS","8",17613941,17681946,68006,1,0.015625,0.015625
"LXS","9",62022203,62028061,5859,1,0.015625,0.015625
"LXS","11",6071026,6168181,97156,1,0.015625,0.015625
"LXS","11",62746363,62893446,147084,1,0.015625,0.015625
"LXS","11",103276928,103474312,197385,1,0.015625,0.015625
"LXS","11",105718979,105734009,15031,1,0.015625,0.015625
"LXS","12",62248734,62721797,473064,1,0.015625,0.015625
"LXS","13",57987373,58135926,148554,1,0.015625,0.015625
"LXS","14",103014268,103210554,196287,1,0.015625,0.015625
"LXS","15",101645356,101685671,40316,1,0.015625,0.015625
"LXS","17",3253357,3336827,83471,1,0.015625,0.015625
"LXS","19",14953285,14979067,25783,1,0.015625,0.015625
"LXS","19",29917720,30032924,115205,1,0.015625,0.015625
"LXS","19",37921095,37942695,21601,1,0.015625,0.015625
"LXS","2",57512266,57543585,31320,1,0.015625,0.015625
"LXS","4",129773258,129807826,34569,1,0.015625,0.015625
"LXS","5",89421841,89887364,465524,1,0.015625,0.015625
"LXS","7",4690416,4760365,69950,1,0.015625,0.015625
"LXS","9",58237975,58256369,18395,1,0.015625,0.015625
"LXS","9",83763320,83767659,4340,1,0.015625,0.015625
"LXS","9",119493658,119584957,91300,1,0.015625,0.015625
"LXS","X",79810623,79962338,151716,1,0.015625,0.015625
"LXS","1",154230364,154261810,31447,1,0.015625,0.015625
"LXS","1",192815118,192843889,28772,1,0.015625,0.015625
"LXS","12",9289402,9357752,68351,1,0.015625,0.015625
"LXS","14",98149163,98158545,9383,1,0.015625,0.015625
"LXS","16",31534295,31573696,39402,1,0.015625,0.015625
"LXS","2",118158666,118498759,340094,1,0.015625,0.015625
"LXS","2",167306696,167339390,32695,1,0.015625,0.015625
"LXS","4",135929135,135995357,66223,1,0.015625,0.015625
"LXS","5",49734226,49738078,3853,1,0.015625,0.015625
"LXS","5",63446562,63492083,45522,1,0.015625,0.015625
"LXS","5",109221795,109241914,20120,1,0.015625,0.015625
"LXS","5",130087327,130104319,16993,1,0.015625,0.015625
"LXS","6",144412695,144413378,684,1,0.015625,0.015625
"LXS","9",69893869,69971438,77570,1,0.015625,0.015625
"LXS","9",94814355,94847990,33636,1,0.015625,0.015625
"LXS","9",99828592,99873361,44770,1,0.015625,0.015625
"LXS","X",94271867,94850697,578831,1,0.015625,0.015625
"LXS","1",37087825,37151048,63224,1,0.015625,0.015625
"LXS","1",81103993,81158981,54989,1,0.015625,0.015625
"LXS","1",155721479,155750602,29124,1,0.015625,0.015625
"LXS","10",24545451,24567222,21772,1,0.015625,0.015625
"LXS","12",55448036,55581687,133652,1,0.015625,0.015625
"LXS","12",72827188,72901598,74411,1,0.015625,0.015625
"LXS","17",73711752,74078064,366313,1,0.015625,0.015625
"LXS","2",4873225,4918661,45437,1,0.015625,0.015625
"LXS","2",143872614,143917746,45133,1,0.015625,0.015625
"LXS","3",108995788,109460474,464687,1,0.015625,0.015625
"LXS","6",76773381,76808982,35602,1,0.015625,0.015625
"LXS","7",147100194,147127036,26843,1,0.015625,0.015625
"LXS","8",119366769,119437466,70698,1,0.015625,0.015625
"LXS","9",94885514,94942849,57336,1,0.015625,0.015625
"LXS","9",101789047,102232883,443837,1,0.015625,0.015625
"LXS","9",113963302,113990629,27328,1,0.015625,0.015625
"LXS","10",11560682,11698029,137348,1,0.015625,0.015625
"LXS","10",24258175,24293700,35526,1,0.015625,0.015625
"LXS","10",98686239,98705183,18945,1,0.015625,0.015625
"LXS","10",120782546,120845370,62825,1,0.015625,0.015625
"LXS","17",74788712,75110689,321978,1,0.015625,0.015625
"LXS","18",12541935,12564314,22380,1,0.015625,0.015625
"LXS","18",33290392,33354042,63651,1,0.015625,0.015625
"LXS","3",27790936,27857231,66296,1,0.015625,0.015625
"LXS","3",61022381,61183937,161557,1,0.015625,0.015625
"LXS","3",150125809,150162767,36959,1,0.015625,0.015625
"LXS","3",151007187,151013773,6587,1,0.015625,0.015625
"LXS","4",17883587,17973435,89849,1,0.015625,0.015625
"LXS","4",25753701,25896364,142664,1,0.015625,0.015625
"LXS","6",27942227,28388138,445912,1,0.015625,0.015625
"LXS","6",32689716,32740080,50365,1,0.015625,0.015625
"LXS","6",114808919,114939303,130385,1,0.015625,0.015625
"LXS","7",52775264,52974386,199123,1,0.015625,0.015625
"LXS","9",28617113,28675634,58522,1,0.015625,0.015625
"LXS","9",112471813,112477737,5925,1,0.015625,0.015625
"LXS","10",114009588,114022069,12482,1,0.015625,0.015625
"LXS","11",62389584,62525196,135613,1,0.015625,0.015625
"LXS","14",118559941,118606312,46372,1,0.015625,0.015625
"LXS","15",44649804,44650745,942,1,0.015625,0.015625
"LXS","15",57600718,57604143,3426,1,0.015625,0.015625
"LXS","15",95789227,95812035,22809,1,0.015625,0.015625
"LXS","15",102707158,102783095,75938,1,0.015625,0.015625
"LXS","16",83979492,84144024,164533,1,0.015625,0.015625
"LXS","2",135705803,135953691,247889,1,0.015625,0.015625
"LXS","4",128318736,128346717,27982,1,0.015625,0.015625
"LXS","4",137344299,137388969,44671,1,0.015625,0.015625
"LXS","6",45230860,45354175,123316,1,0.015625,0.015625
"LXS","6",145397800,145472082,74283,1,0.015625,0.015625
"LXS","7",58392298,58397997,5700,1,0.015625,0.015625
"LXS","7",96180294,96197536,17243,1,0.015625,0.015625
"LXS","7",122213584,122227898,14315,1,0.015625,0.015625
"LXS","9",50824982,50921614,96633,1,0.015625,0.015625
"LXS","9",51998629,52129370,130742,1,0.015625,0.015625
"LXS","X",153323306,153362211,38906,1,0.015625,0.015625
"LXS","1",128806087,128841705,35619,1,0.015625,0.015625
"LXS","11",84033636,84045932,12297,1,0.015625,0.015625
"LXS","11",96243143,96266529,23387,1,0.015625,0.015625
"LXS","12",58006506,58023749,17244,1,0.015625,0.015625
"LXS","14",30209178,30215781,6604,1,0.015625,0.015625
"LXS","14",50134889,50161528,26640,1,0.015625,0.015625
"LXS","18",56657456,56698428,40973,1,0.015625,0.015625
"LXS","18",64234872,64436124,201253,1,0.015625,0.015625
"LXS","3",72853780,73008751,154972,1,0.015625,0.015625
"LXS","3",79278269,79463253,184985,1,0.015625,0.015625
"LXS","3",99748420,99770596,22177,1,0.015625,0.015625
"LXS","4",104583596,105178309,594714,1,0.015625,0.015625
"LXS","4",106209556,106277547,67992,1,0.015625,0.015625
"LXS","5",35611051,35617937,6887,1,0.015625,0.015625
"LXS","5",45599614,45674421,74808,1,0.015625,0.015625
"LXS","5",54855175,54987878,132704,1,0.015625,0.015625
"LXS","6",136431740,136510241,78502,1,0.015625,0.015625
"LXS","6",144885338,144896912,11575,1,0.015625,0.015625
"LXS","7",74979424,75003782,24359,1,0.015625,0.015625
"LXS","1",45868051,46138290,270240,1,0.015625,0.015625
"LXS","1",127844886,127865055,20170,1,0.015625,0.015625
"LXS","11",90513883,90546474,32592,1,0.015625,0.015625
"LXS","12",5260899,5292273,31375,1,0.015625,0.015625
"LXS","12",25863126,25879557,16432,1,0.015625,0.015625
"LXS","14",46030959,46118516,87558,1,0.015625,0.015625
"LXS","16",84970459,84999294,28836,1,0.015625,0.015625
"LXS","19",28769433,28870623,101191,1,0.015625,0.015625
"LXS","19",30291413,30364677,73265,1,0.015625,0.015625
"LXS","19",55506535,55522613,16079,1,0.015625,0.015625
"LXS","19",60275626,60573427,297802,1,0.015625,0.015625
"LXS","4",46867044,46868137,1094,1,0.015625,0.015625
"LXS","5",16610203,16645615,35413,1,0.015625,0.015625
"LXS","5",129817070,129850922,33853,1,0.015625,0.015625
"LXS","7",30635672,30671014,35343,1,0.015625,0.015625
"LXS","7",54263133,54283748,20616,1,0.015625,0.015625
"LXS","9",34466096,34478110,12015,1,0.015625,0.015625
"LXS","X",153381806,153440033,58228,1,0.015625,0.015625
"LXS","12",28399193,28413939,14747,1,0.015625,0.015625
"LXS","14",26422793,26457140,34348,1,0.015625,0.015625
"LXS","15",13630423,13678651,48229,1,0.015625,0.015625
"LXS","15",64812637,64858277,45641,1,0.015625,0.015625
"LXS","17",72439692,72449366,9675,1,0.015625,0.015625
"LXS","3",138554493,138578931,24439,1,0.015625,0.015625
"LXS","4",87491144,87562883,71740,1,0.015625,0.015625
"LXS","4",129071781,129106844,35064,1,0.015625,0.015625
"LXS","5",111638224,111641598,3375,1,0.015625,0.015625
"LXS","7",76545880,76663233,117354,1,0.015625,0.015625
"LXS","7",105659479,105679614,20136,1,0.015625,0.015625
"LXS","7",142274808,142391954,117147,1,0.015625,0.015625
"LXS","9",68191986,68229968,37983,1,0.015625,0.015625
"LXS","11",24242160,24269768,27609,1,0.015625,0.015625
"LXS","12",39523267,39657106,133840,1,0.015625,0.015625
"LXS","14",21517887,21552745,34859,1,0.015625,0.015625
"LXS","14",112428656,112462685,34030,1,0.015625,0.015625
"LXS","17",86079733,86110299,30567,1,0.015625,0.015625
"LXS","19",41193148,41199072,5925,1,0.015625,0.015625
"LXS","2",75571219,75607497,36279,1,0.015625,0.015625
"LXS","2",136271567,136593691,322125,1,0.015625,0.015625
"LXS","2",167388897,168096953,708057,1,0.015625,0.015625
"LXS","3",42973095,43057830,84736,1,0.015625,0.015625
"LXS","3",80970707,81184719,214013,1,0.015625,0.015625
"LXS","3",103470731,103545568,74838,1,0.015625,0.015625
"LXS","5",106947852,106965992,18141,1,0.015625,0.015625
"LXS","7",3890918,3932628,41711,1,0.015625,0.015625
"LXS","9",33988753,34013499,24747,1,0.015625,0.015625
"LXS","1",173155890,173166611,10722,1,0.015625,0.015625
"LXS","11",60903380,61141034,237655,1,0.015625,0.015625
"LXS","12",54439023,54553248,114226,1,0.015625,0.015625
"LXS","16",37935843,37954628,18786,1,0.015625,0.015625
"LXS","16",73185814,73197912,12099,1,0.015625,0.015625
"LXS","18",17952315,17991459,39145,1,0.015625,0.015625
"LXS","18",76959452,77079108,119657,1,0.015625,0.015625
"LXS","2",71756312,71779850,23539,1,0.015625,0.015625
"LXS","3",150736358,150776898,40541,1,0.015625,0.015625
"LXS","7",129770396,129809723,39328,1,0.015625,0.015625
"LXS","9",120896342,120940301,43960,1,0.015625,0.015625
"LXS","10",90285134,90449696,164563,1,0.015625,0.015625
"LXS","10",115289308,115319737,30430,1,0.015625,0.015625
"LXS","11",30024372,30043940,19569,1,0.015625,0.015625
"LXS","12",52288177,52618929,330753,1,0.015625,0.015625
"LXS","12",108249146,108304893,55748,1,0.015625,0.015625
"LXS","12",114957292,115144887,187596,1,0.015625,0.015625
"LXS","13",19275542,19296566,21025,1,0.015625,0.015625
"LXS","13",65151465,65269053,117589,1,0.015625,0.015625
"LXS","15",55326291,55843817,517527,1,0.015625,0.015625
"LXS","17",3395198,3414099,18902,1,0.015625,0.015625
"LXS","19",40824453,40973465,149013,1,0.015625,0.015625
"LXS","3",100439630,100504775,65146,1,0.015625,0.015625
"LXS","4",29960154,30200855,240702,1,0.015625,0.015625
"LXS","4",125950503,126017723,67221,1,0.015625,0.015625
"LXS","5",117299884,117332232,32349,1,0.015625,0.015625
"LXS","5",117978111,118689790,711680,1,0.015625,0.015625
"LXS","5",118902475,119346278,443804,1,0.015625,0.015625
"LXS","6",128406657,128428211,21555,1,0.015625,0.015625
"LXS","7",80045019,80101479,56461,1,0.015625,0.015625
"LXS","7",89155802,89178685,22884,1,0.015625,0.015625
"LXS","X",84767634,85133188,365555,1,0.015625,0.015625
"LXS","1",30775614,30842600,66987,1,0.015625,0.015625
"LXS","1",80450739,80488189,37451,1,0.015625,0.015625
"LXS","1",176556780,177176006,619227,1,0.015625,0.015625
"LXS","1",178550896,178615299,64404,1,0.015625,0.015625
"LXS","1",195045423,195098884,53462,1,0.015625,0.015625
"LXS","10",122791852,122809843,17992,1,0.015625,0.015625
"LXS","11",71782464,71872521,90058,1,0.015625,0.015625
"LXS","12",28799927,28825915,25989,1,0.015625,0.015625
"LXS","13",38887025,39565017,677993,1,0.015625,0.015625
"LXS","14",55598623,55850932,252310,1,0.015625,0.015625
"LXS","17",84400643,84594374,193732,1,0.015625,0.015625
"LXS","18",13470504,13951384,480881,1,0.015625,0.015625
"LXS","19",30200454,30217600,17147,1,0.015625,0.015625
"LXS","2",31302610,31852640,550031,1,0.015625,0.015625
"LXS","2",69042790,69141259,98470,1,0.015625,0.015625
"LXS","2",94048447,94075868,27422,1,0.015625,0.015625
"LXS","4",11670367,12502901,832535,1,0.015625,0.015625
"LXS","4",116165082,116195859,30778,1,0.015625,0.015625
"LXS","5",55300683,55485991,185309,1,0.015625,0.015625
"LXS","6",92166650,92211069,44420,1,0.015625,0.015625
"LXS","8",28896201,29149293,253093,1,0.015625,0.015625
"LXS","9",69838748,69888060,49313,1,0.015625,0.015625
"LXS","1",65203140,65210123,6984,1,0.015625,0.015625
"LXS","1",172970133,172988095,17963,1,0.015625,0.015625
"LXS","10",20111589,20163803,52215,1,0.015625,0.015625
"LXS","10",115221455,115287306,65852,1,0.015625,0.015625
"LXS","15",50009480,50096563,87084,1,0.015625,0.015625
"LXS","15",56934580,56978397,43818,1,0.015625,0.015625
"LXS","16",38257113,38418482,161370,1,0.015625,0.015625
"LXS","18",38280287,39129134,848848,1,0.015625,0.015625
"LXS","19",10123716,10147667,23952,1,0.015625,0.015625
"LXS","19",15065595,15090072,24478,1,0.015625,0.015625
"LXS","19",23952180,23952507,328,1,0.015625,0.015625
"LXS","19",37173025,37536837,363813,1,0.015625,0.015625
"LXS","3",128995132,129185528,190397,1,0.015625,0.015625
"LXS","3",144898490,144948394,49905,1,0.015625,0.015625
"LXS","5",22477849,22545195,67347,1,0.015625,0.015625
"LXS","6",94198170,94246438,48269,1,0.015625,0.015625
"LXS","9",82139681,82152630,12950,1,0.015625,0.015625
"LXS","9",120463970,120606792,142823,1,0.015625,0.015625
"LXS","11",63170274,63185622,15349,1,0.015625,0.015625
"LXS","16",58701960,58713979,12020,1,0.015625,0.015625
"LXS","16",62184636,62242561,57926,1,0.015625,0.015625
"LXS","17",3185501,3226329,40829,1,0.015625,0.015625
"LXS","2",162864582,162958075,93494,1,0.015625,0.015625
"LXS","3",129452497,129514540,62044,1,0.015625,0.015625
"LXS","3",145790422,145932288,141867,1,0.015625,0.015625
"LXS","4",7744979,7910691,165713,1,0.015625,0.015625
"LXS","4",95217208,95471724,254517,1,0.015625,0.015625
"LXS","4",120416901,120465261,48361,1,0.015625,0.015625
"LXS","5",128302574,128306938,4365,1,0.015625,0.015625
"LXS","6",88476837,88661304,184468,1,0.015625,0.015625
"LXS","7",29574906,29645672,70767,1,0.015625,0.015625
"LXS","11",57730045,57743878,13834,1,0.015625,0.015625
"LXS","12",35888255,35939697,51443,1,0.015625,0.015625
"LXS","13",46329187,46352747,23561,1,0.015625,0.015625
"LXS","15",33233827,33284523,50697,1,0.015625,0.015625
"LXS","17",25497934,25506875,8942,1,0.015625,0.015625
"LXS","17",43206994,43218210,11217,1,0.015625,0.015625
"LXS","17",91166343,91191973,25631,1,0.015625,0.015625
